Entity,Code,Year,CO₂ from gas (million tonnes),CO₂ from solid fuel (million tonnes),CO₂ from liquid (million tonnes),CO₂ from cement (million tonnes),CO₂ from flaring (million tonnes)
Oceania,,1858,0,-0.24589,0,0,0
Oceania,,1859,0,-0.37801,0,0,0
Oceania,,1860,0,0.27892,0,0,0
Oceania,,1861,0,0.51013,0,0,0
Oceania,,1862,0,0.35599,0,0,0
Oceania,,1863,0,0.40003,0,0,0
Oceania,,1864,0,0.26791,0,0,0
Oceania,,1865,0,0.42205,0,0,0
Oceania,,1866,0,0.6973,0,0,0
Oceania,,1867,0,0.89548,0,0,0
Oceania,,1868,0,0.74501,0,0,0
Oceania,,1869,0,0.6606,0,0,0
Oceania,,1870,0,0.61656,0,0,0
Oceania,,1871,0,0.71932,0.00367,0,0
Oceania,,1872,0,0.73767,0.00367,0,0
Oceania,,1873,0,0.89915,0.01101,0,0
Oceania,,1874,0,1.468,0.01101,0,0
Oceania,,1875,0,2.24237,0.02936,0,0
Oceania,,1876,0,2.30843,0.02936,0,0
Oceania,,1877,0,2.33045,0.02936,0,0
Oceania,,1878,0,3.07546,0.1101,0,0
Oceania,,1879,0,4.11774,0.16882,0,0
Oceania,,1880,0,5.06827,0.15047,0,0
Oceania,,1881,0,4.84073,0.08441,0,0
Oceania,,1882,0,5.16002,0.20185,0,0
Oceania,,1883,0,5.83897,0.23121,0,0
Oceania,,1884,0,6.41883,0.17983,0,0
Oceania,,1885,0,7.21522,0.1835,0,0
Oceania,,1886,0,7.43175,0.24956,0,0
Oceania,,1887,0,8.55477,0.20919,0,0
Oceania,,1888,0,9.78789,0.28993,0,0
Oceania,,1889,0,10.63933,0.37067,0,0
Oceania,,1890,0,11.32195,0.42572,0,0
Oceania,,1891,0,13.2487,0.39636,0,0
Oceania,,1892,0,13.41018,0.34131,0,0
Oceania,,1893,0,13.59735,0.50646,0,0
Oceania,,1894,0,16.43059,0.5872,0,0
Oceania,,1895,0,17.99401,0.4771,0,0
Oceania,,1896,0,18.61424,0.60555,0,0
Oceania,,1897,0,19.75561,0.67161,0,0
Oceania,,1898,0,24.16328,0.76336,0,0
Oceania,,1899,0,24.45688,0.81841,0,0
Oceania,,1900,0,30.96746,1.10467,0,0
Oceania,,1901,0,36.18987,1.3212,0,0
Oceania,,1902,0,38.15332,1.29184,0,0
Oceania,,1903,0,39.12587,1.11568,0,0
Oceania,,1904,0,42.60503,1.50103,0,0
Oceania,,1905,0,44.32626,1.26982,0,0
Oceania,,1906,0,49.73217,1.42763,0,0
Oceania,,1907,0,53.03517,1.6882,0,0
Oceania,,1908,0,56.92904,1.71022,0,0
Oceania,,1909,0,55.58949,1.5781,0,0
Oceania,,1910,0,61.03577,0.78905,0,0
Oceania,,1911,0,67.3078,0.85878,0,0
Oceania,,1912,0,74.33585,0.71932,0,0
Oceania,,1913,0,80.21152,0.84043,0,0
Oceania,,1914,0,86.58264,1.14137,0,0
Oceania,,1915,0,78.43157,1.26615,0,0
Oceania,,1916,0.02936,81.73457,1.28083,0,0
Oceania,,1917,0.04404,91.72798,1.23679,0,0
Oceania,,1918,0.04771,98.08442,1.05696,0,0
Oceania,,1919,0.05138,104.21332,0.96888,0,0
Oceania,,1920,0.06973,102.70862,0.96154,0,0
Oceania,,1921,0.05872,92.63814,0.9175,0,0
Oceania,,1922,0.05872,98.56519,0.87713,0,0
Oceania,,1923,0.04771,103.94541,0.7707,0,0
Oceania,,1924,0.0367,109.78071,0.77437,0,0
Oceania,,1925,0.04037,113.66357,0.81841,0,0
Oceania,,1926,0.04037,114.11865,0.76336,0,0
Oceania,,1927,0.05138,122.26238,0.76336,0,0
Oceania,,1928,0.04771,120.36499,0.80373,2.40018,0
Oceania,,1929,0.05138,120.15213,0.85511,2.59102,0
Oceania,,1930,0.07707,110.00091,0.86612,2.31944,0
Oceania,,1931,0.13946,98.81475,0.8441,2.08089,0
Oceania,,1932,0.09175,99.19643,0.6973,2.05887,0
Oceania,,1933,0.08441,113.33694,0.6239,2.63873,0
Oceania,,1934,0.08441,124.7066,0.78538,2.53597,0
Oceania,,1935,0.0734,131.69795,0.96888,3.27364,0
Oceania,,1936,0.0734,143.67316,1.08632,3.51586,0
Oceania,,1937,0.09542,154.30882,1.08999,3.46815,0
Oceania,,1938,0.09175,160.0854,1.08632,3.0461,0
Oceania,,1939,0.09909,160.56617,0.9909,2.99105,0
Oceania,,1940,0.10276,183.77158,0.9175,2.58368,0
Oceania,,1941,0.09909,190.24546,0.79272,3.36539,0
Oceania,,1942,0.09909,186.33691,0.72666,2.56533,0
Oceania,,1943,0.08074,188.3077,0.74868,2.19099,0
Oceania,,1944,0.08074,176.1233,0.70464,1.81298,0
Oceania,,1945,0.0734,113.33694,0.67895,1.05329,0
Oceania,,1946,0.06606,92.21976,0.59087,0.94319,0
Oceania,,1947,0.06973,111.89096,0.55784,1.1744,0
Oceania,,1948,0.09175,130.09049,0.48811,1.56709,0
Oceania,,1949,0.10276,138.92785,0.59821,2.30109,0
Oceania,,1950,0.13579,146.08068,17.34075,2.99472,0.30953147
Oceania,,1951,0.16148,162.89662,24.46422,3.96727,0.32298936
Oceania,,1952,0.17983,167.67863,28.82418,4.36363,0.34990514
Oceania,,1953,0.21653,173.5543,35.88159,5.31049,0.36336303
Oceania,,1954,0.27525,170.58527,43.4895,6.44452,0.36336303
Oceania,,1955,0.34498,166.66571,50.12119,6.47388,0.41719459
Oceania,,1956,0.46976,179.7566,57.54927,7.79141,0.43065248
Oceania,,1957,0.63858,194.64946,70.81999,9.00251,0.47102615
Oceania,,1958,0.92851,185.9956,74.97443,8.98416,0.47102615
Oceania,,1959,1.1744,189.4821,87.66896,10.2026,0.48448404
Oceania,,1960,1.60379,205.70717,114.19572,12.95143,0.52485771
Oceania,,1961,2.04786,228.3107,143.13734,14.04876,0.56523138
Oceania,,1962,2.66809,222.09005,160.36432,16.148,0.59214716
Oceania,,1963,3.68468,225.92153,194.143,16.86365,0.63252083
Oceania,,1964,4.01865,234.85064,226.79866,18.67663,0.68635239
Oceania,,1965,3.62229,243.86049,258.56251,18.70599,0.74018395
Oceania,,1966,3.71404,249.0462,283.46713,21.45482,0.8074734
Oceania,,1967,3.92323,263.43994,345.46811,23.85867,0.88822074
Oceania,,1968,4.24619,282.96067,401.74022,26.28821,0.98242597
Oceania,,1969,5.21507,305.35134,476.05038,28.35442,1.0766312
Oceania,,1970,10.65401,310.10399,585.37968,31.36749,1.17083643
Oceania,,1971,12.478,286.57929,642.27202,32.58226,1.18429432
Oceania,,1972,14.27263,283.3974,707.27873,36.17152,1.27849955
Oceania,,1973,17.60132,300.19132,751.07284,42.20867,1.4803679
Oceania,,1974,22.48242,320.85342,730.63828,39.71674,1.43999423
Oceania,,1975,26.17077,306.43032,702.09302,35.80452,1.23812588
Oceania,,1976,31.67944,303.35119,735.94877,37.37895,1.45345212
Oceania,,1977,38.53133,306.71658,764.64083,39.52957,1.39962056
Oceania,,1978,51.07906,283.82679,749.28555,45.32817,1.42653634
Oceania,,1979,58.2796,302.80803,775.14437,46.89159,1.31887322
Oceania,,1980,67.53534,347.23705,730.17219,47.02004,1.15737854
Oceania,,1981,71.23103,373.35644,692.42257,45.85665,0.87476285
Oceania,,1982,76.2626,370.95259,667.65374,43.5996,0.86130496
Oceania,,1983,80.46108,357.28918,651.20113,43.25095,0.78055762
Oceania,,1984,101.50853,393.3506,664.1232,42.57567,0.68635239
Oceania,,1985,114.18471,412.68049,617.7344,39.85987,0.65943661
Oceania,,1986,117.77397,396.56919,630.86933,39.04513,0.61906294
Oceania,,1987,119.7888,403.01371,630.35186,39.13688,0.59214716
Oceania,,1988,124.77633,435.13722,679.68033,42.35547,0.6728945
Oceania,,1989,132.18239,444.4003,714.74351,43.65832,0.55177349
Oceania,,1990,144.18696,440.32293,759.21657,46.10254,0.5383156
Oceania,,1991,148.10652,449.58601,745.38801,48.12471,0.60560505
Oceania,,1992,152.31234,447.79138,775.67285,47.1228,0.48448404
Oceania,,1993,156.14749,453.18261,763.73801,47.17418,0.49794193
Oceania,,1994,164.50041,469.93249,800.96649,49.51564,0.52485771
Oceania,,1995,169.30077,483.81977,797.18272,48.96881,0.52485771
Oceania,,1996,177.67938,505.57553,808.22942,50.85886,0.5383156
Oceania,,1997,184.05417,524.00627,786.62413,49.69547,0.5383156
Oceania,,1998,187.49663,514.93036,764.77295,44.53178,0.48448404
Oceania,,1999,198.73784,544.42982,773.91859,44.26754,0.47102615
Oceania,,2000,206.55494,563.91385,775.2141,44.85474,0.61906294
Oceania,,2001,211.41035,576.62673,740.28304,42.58668,0.63252083
Oceania,,2002,213.59033,594.87397,754.79789,40.22687,0.65943661
Oceania,,2003,219.62381,601.56071,762.24799,38.96439,0.64597872
Oceania,,2004,217.13188,648.91105,749.50942,38.29278,0.72672606
Oceania,,2005,212.97744,630.32984,751.67105,39.66536,0.8074734
Oceania,,2006,238.45458,640.5985,722.04314,40.08741,0.83438918
Oceania,,2007,259.76994,656.99606,714.78755,39.05981,0.88822074
Oceania,,2008,265.58322,650.45245,687.84608,36.77707,0.92859441
Oceania,,2009,260.67643,608.32085,640.55446,32.66667,0.86130496
Oceania,,2010,271.24603,639.67366,646.93292,30.56009,0.88822074
Oceania,,2011,306.12938,607.44372,667.76384,30.62615,0.86130496
Oceania,,2012,314.95573,617.83349,686.97996,32.3327,0.87476285
Oceania,,2013,321.17271,647.58251,667.01149,33.55848,0.91513652
World,OWID_WRL,1751,0,11.001,0,0,0
World,OWID_WRL,1752,0,11.001,0,0,0
World,OWID_WRL,1753,0,11.001,0,0,0
World,OWID_WRL,1754,0,11.001,0,0,0
World,OWID_WRL,1755,0,11.001,0,0,0
World,OWID_WRL,1756,0,11.001,0,0,0
World,OWID_WRL,1757,0,11.001,0,0,0
World,OWID_WRL,1758,0,11.001,0,0,0
World,OWID_WRL,1759,0,11.001,0,0,0
World,OWID_WRL,1760,0,11.001,0,0,0
World,OWID_WRL,1761,0,11.001,0,0,0
World,OWID_WRL,1762,0,11.001,0,0,0
World,OWID_WRL,1763,0,11.001,0,0,0
World,OWID_WRL,1764,0,11.001,0,0,0
World,OWID_WRL,1765,0,11.001,0,0,0
World,OWID_WRL,1766,0,11.001,0,0,0
World,OWID_WRL,1767,0,11.001,0,0,0
World,OWID_WRL,1768,0,11.001,0,0,0
World,OWID_WRL,1769,0,11.001,0,0,0
World,OWID_WRL,1770,0,11.001,0,0,0
World,OWID_WRL,1771,0,14.668,0,0,0
World,OWID_WRL,1772,0,14.668,0,0,0
World,OWID_WRL,1773,0,14.668,0,0,0
World,OWID_WRL,1774,0,14.668,0,0,0
World,OWID_WRL,1775,0,14.668,0,0,0
World,OWID_WRL,1776,0,14.668,0,0,0
World,OWID_WRL,1777,0,14.668,0,0,0
World,OWID_WRL,1778,0,14.668,0,0,0
World,OWID_WRL,1779,0,14.668,0,0,0
World,OWID_WRL,1780,0,14.668,0,0,0
World,OWID_WRL,1781,0,18.335,0,0,0
World,OWID_WRL,1782,0,18.335,0,0,0
World,OWID_WRL,1783,0,18.335,0,0,0
World,OWID_WRL,1784,0,18.335,0,0,0
World,OWID_WRL,1785,0,18.335,0,0,0
World,OWID_WRL,1786,0,18.335,0,0,0
World,OWID_WRL,1787,0,18.335,0,0,0
World,OWID_WRL,1788,0,18.335,0,0,0
World,OWID_WRL,1789,0,18.335,0,0,0
World,OWID_WRL,1790,0,18.335,0,0,0
World,OWID_WRL,1791,0,22.002,0,0,0
World,OWID_WRL,1792,0,22.002,0,0,0
World,OWID_WRL,1793,0,22.002,0,0,0
World,OWID_WRL,1794,0,22.002,0,0,0
World,OWID_WRL,1795,0,22.002,0,0,0
World,OWID_WRL,1796,0,22.002,0,0,0
World,OWID_WRL,1797,0,25.669,0,0,0
World,OWID_WRL,1798,0,25.669,0,0,0
World,OWID_WRL,1799,0,25.669,0,0,0
World,OWID_WRL,1800,0,29.336,0,0,0
World,OWID_WRL,1801,0,29.336,0,0,0
World,OWID_WRL,1802,0,36.67,0,0,0
World,OWID_WRL,1803,0,33.003,0,0,0
World,OWID_WRL,1804,0,33.003,0,0,0
World,OWID_WRL,1805,0,33.003,0,0,0
World,OWID_WRL,1806,0,36.67,0,0,0
World,OWID_WRL,1807,0,36.67,0,0,0
World,OWID_WRL,1808,0,36.67,0,0,0
World,OWID_WRL,1809,0,36.67,0,0,0
World,OWID_WRL,1810,0,36.67,0,0,0
World,OWID_WRL,1811,0,40.337,0,0,0
World,OWID_WRL,1812,0,40.337,0,0,0
World,OWID_WRL,1813,0,40.337,0,0,0
World,OWID_WRL,1814,0,40.337,0,0,0
World,OWID_WRL,1815,0,44.004,0,0,0
World,OWID_WRL,1816,0,47.671,0,0,0
World,OWID_WRL,1817,0,51.338,0,0,0
World,OWID_WRL,1818,0,51.338,0,0,0
World,OWID_WRL,1819,0,51.338,0,0,0
World,OWID_WRL,1820,0,51.338,0,0,0
World,OWID_WRL,1821,0,51.338,0,0,0
World,OWID_WRL,1822,0,55.005,0,0,0
World,OWID_WRL,1823,0,58.672,0,0,0
World,OWID_WRL,1824,0,58.672,0,0,0
World,OWID_WRL,1825,0,62.339,0,0,0
World,OWID_WRL,1826,0,62.339,0,0,0
World,OWID_WRL,1827,0,66.006,0,0,0
World,OWID_WRL,1828,0,66.006,0,0,0
World,OWID_WRL,1829,0,66.006,0,0,0
World,OWID_WRL,1830,0,88.008,0,0,0
World,OWID_WRL,1831,0,84.341,0,0,0
World,OWID_WRL,1832,0,84.341,0,0,0
World,OWID_WRL,1833,0,88.008,0,0,0
World,OWID_WRL,1834,0,88.008,0,0,0
World,OWID_WRL,1835,0,91.675,0,0,0
World,OWID_WRL,1836,0,106.343,0,0,0
World,OWID_WRL,1837,0,106.343,0,0,0
World,OWID_WRL,1838,0,110.01,0,0,0
World,OWID_WRL,1839,0,113.677,0,0,0
World,OWID_WRL,1840,0,121.011,0,0,0
World,OWID_WRL,1841,0,124.678,0,0,0
World,OWID_WRL,1842,0,132.012,0,0,0
World,OWID_WRL,1843,0,135.679,0,0,0
World,OWID_WRL,1844,0,143.013,0,0,0
World,OWID_WRL,1845,0,157.681,0,0,0
World,OWID_WRL,1846,0,157.681,0,0,0
World,OWID_WRL,1847,0,168.682,0,0,0
World,OWID_WRL,1848,0,172.349,0,0,0
World,OWID_WRL,1849,0,183.35,0,0,0
World,OWID_WRL,1850,0,198.018,0,0,0
World,OWID_WRL,1851,0,198.018,0,0,0
World,OWID_WRL,1852,0,209.019,0,0,0
World,OWID_WRL,1853,0,216.353,0,0,0
World,OWID_WRL,1854,0,253.023,0,0,0
World,OWID_WRL,1855,0,260.357,0,0,0
World,OWID_WRL,1856,0,278.692,0,0,0
World,OWID_WRL,1857,0,282.359,0,0,0
World,OWID_WRL,1858,0,286.026,0,0,0
World,OWID_WRL,1859,0,304.361,0,0,0
World,OWID_WRL,1860,0,333.697,0,0,0
World,OWID_WRL,1861,0,348.365,0,0,0
World,OWID_WRL,1862,0,352.032,0,0,0
World,OWID_WRL,1863,0,377.701,0,0,0
World,OWID_WRL,1864,0,410.704,0,0,0
World,OWID_WRL,1865,0,436.373,0,0,0
World,OWID_WRL,1866,0,447.374,0,0,0
World,OWID_WRL,1867,0,476.71,0,0,0
World,OWID_WRL,1868,0,491.378,0,0,0
World,OWID_WRL,1869,0,520.714,0,0,0
World,OWID_WRL,1870,0,535.382,3.667,0,0
World,OWID_WRL,1871,0,572.052,3.667,0,0
World,OWID_WRL,1872,0,634.391,3.667,0,0
World,OWID_WRL,1873,0,671.061,3.667,0,0
World,OWID_WRL,1874,0,634.391,3.667,0,0
World,OWID_WRL,1875,0,685.729,3.667,0,0
World,OWID_WRL,1876,0,696.73,3.667,0,0
World,OWID_WRL,1877,0,704.064,7.334,0,0
World,OWID_WRL,1878,0,711.398,7.334,0,0
World,OWID_WRL,1879,0,759.069,11.001,0,0
World,OWID_WRL,1880,0,854.411,11.001,0,0
World,OWID_WRL,1881,0,876.413,14.668,0,0
World,OWID_WRL,1882,0,924.084,14.668,0,0
World,OWID_WRL,1883,0,986.423,11.001,0,0
World,OWID_WRL,1884,0,993.757,14.668,0,0
World,OWID_WRL,1885,3.667,1001.091,14.668,0,0
World,OWID_WRL,1886,7.334,1008.425,18.335,0,0
World,OWID_WRL,1887,11.001,1052.429,18.335,0,0
World,OWID_WRL,1888,18.335,1162.439,18.335,0,0
World,OWID_WRL,1889,11.001,1166.106,22.002,0,0
World,OWID_WRL,1890,11.001,1265.115,29.336,0,0
World,OWID_WRL,1891,7.334,1320.12,33.003,0,0
World,OWID_WRL,1892,7.334,1331.121,33.003,0,0
World,OWID_WRL,1893,7.334,1312.786,36.67,0,0
World,OWID_WRL,1894,7.334,1364.124,33.003,0,0
World,OWID_WRL,1895,7.334,1441.131,40.337,0,0
World,OWID_WRL,1896,7.334,1485.135,44.004,0,0
World,OWID_WRL,1897,7.334,1558.475,47.671,0,0
World,OWID_WRL,1898,7.334,1646.483,47.671,0,0
World,OWID_WRL,1899,11.001,1800.497,51.338,0,0
World,OWID_WRL,1900,11.001,1888.505,58.672,0,0
World,OWID_WRL,1901,14.668,1947.177,66.006,0,0
World,OWID_WRL,1902,14.668,1991.181,69.673,0,0
World,OWID_WRL,1903,14.668,2174.531,73.34,0,0
World,OWID_WRL,1904,14.668,2189.199,84.341,0,0
World,OWID_WRL,1905,18.335,2332.212,84.341,0,0
World,OWID_WRL,1906,18.335,2493.56,84.341,0,0
World,OWID_WRL,1907,18.335,2750.25,102.676,0,0
World,OWID_WRL,1908,18.335,2618.238,110.01,0,0
World,OWID_WRL,1909,22.002,2739.249,117.344,0,0
World,OWID_WRL,1910,25.669,2852.926,124.678,0,0
World,OWID_WRL,1911,25.669,2904.264,132.012,0,0
World,OWID_WRL,1912,29.336,3058.278,135.679,0,0
World,OWID_WRL,1913,29.336,3281.965,150.347,0,0
World,OWID_WRL,1914,29.336,2933.6,154.014,0,0
World,OWID_WRL,1915,33.003,2874.928,165.015,0,0
World,OWID_WRL,1916,36.67,3087.614,176.016,0,0
World,OWID_WRL,1917,40.337,3267.297,198.018,0,0
World,OWID_WRL,1918,36.67,3201.291,194.351,0,0
World,OWID_WRL,1919,36.67,2695.245,223.687,0,0
World,OWID_WRL,1920,40.337,3091.281,286.026,0,0
World,OWID_WRL,1921,36.67,2599.903,308.028,0,0
World,OWID_WRL,1922,40.337,2713.58,344.698,0,0
World,OWID_WRL,1923,51.338,3098.615,407.037,0,0
World,OWID_WRL,1924,58.672,3065.612,403.37,0,0
World,OWID_WRL,1925,62.339,3087.614,425.372,0,0
World,OWID_WRL,1926,69.673,3102.282,436.373,0,0
World,OWID_WRL,1927,77.007,3318.635,498.712,0,0
World,OWID_WRL,1928,84.341,3263.63,524.381,36.67,0
World,OWID_WRL,1929,102.676,3472.649,586.72,36.67,0
World,OWID_WRL,1930,102.676,3160.954,557.384,36.67,0
World,OWID_WRL,1931,91.675,2783.253,539.049,29.336,0
World,OWID_WRL,1932,88.008,2475.225,517.047,25.669,0
World,OWID_WRL,1933,91.675,2596.236,564.718,25.669,0
World,OWID_WRL,1934,102.676,2841.925,594.054,29.336,0
World,OWID_WRL,1935,110.01,2973.937,645.392,33.003,0
World,OWID_WRL,1936,124.678,3274.631,704.064,40.337,0
World,OWID_WRL,1937,139.346,3450.647,803.073,40.337,0
World,OWID_WRL,1938,135.679,3226.96,784.738,44.004,0
World,OWID_WRL,1939,139.346,3366.306,814.074,47.671,0
World,OWID_WRL,1940,154.014,3729.339,839.743,40.337,0
World,OWID_WRL,1941,154.014,3824.681,865.412,44.004,0
World,OWID_WRL,1942,165.015,3898.021,814.074,40.337,0
World,OWID_WRL,1943,183.35,4004.364,876.413,36.67,0
World,OWID_WRL,1944,198.018,3839.349,1008.425,25.669,0
World,OWID_WRL,1945,216.353,3006.94,1008.425,25.669,0
World,OWID_WRL,1946,223.687,3208.625,1070.764,36.67,0
World,OWID_WRL,1947,245.689,3637.664,1180.774,44.004,0
World,OWID_WRL,1948,278.692,3722.005,1334.788,51.338,0
World,OWID_WRL,1949,297.027,3520.32,1327.454,58.672,0
World,OWID_WRL,1950,355.699,3923.69,1551.141,66.006,84.341
World,OWID_WRL,1951,421.705,4140.043,1756.493,73.34,88.008
World,OWID_WRL,1952,454.708,4103.373,1848.168,80.674,95.342
World,OWID_WRL,1953,480.377,4125.375,1954.511,88.008,99.009
World,OWID_WRL,1954,506.046,4092.372,2042.519,99.009,99.009
World,OWID_WRL,1955,550.05,4429.736,2291.875,110.01,113.677
World,OWID_WRL,1956,590.387,4668.091,2489.893,117.344,117.344
World,OWID_WRL,1957,652.726,4800.103,2618.238,124.678,128.345
World,OWID_WRL,1958,704.064,4899.112,2680.577,132.012,128.345
World,OWID_WRL,1959,755.402,5067.794,2893.263,146.68,132.012
World,OWID_WRL,1960,832.409,5170.47,3113.283,157.681,143.013
World,OWID_WRL,1961,880.08,4946.783,3314.968,165.015,154.014
World,OWID_WRL,1962,964.421,4954.117,3593.66,179.683,161.348
World,OWID_WRL,1963,1048.762,5119.132,3857.684,187.017,172.349
World,OWID_WRL,1964,1158.772,5262.145,4169.379,209.019,187.017
World,OWID_WRL,1965,1235.779,5353.82,4470.073,216.353,201.685
World,OWID_WRL,1966,1334.788,5419.826,4851.441,231.021,220.02
World,OWID_WRL,1967,1437.464,5309.816,5218.141,238.355,242.022
World,OWID_WRL,1968,1554.808,5309.816,5687.517,256.69,267.691
World,OWID_WRL,1969,1712.489,5449.162,6134.891,271.358,293.36
World,OWID_WRL,1970,1807.831,5705.852,6743.613,286.026,319.029
World,OWID_WRL,1971,1943.51,5716.853,7139.649,308.028,322.696
World,OWID_WRL,1972,2053.52,5779.192,7543.019,326.363,348.365
World,OWID_WRL,1973,2156.196,5797.527,8217.747,348.365,403.37
World,OWID_WRL,1974,2189.199,5790.193,8232.415,352.032,392.369
World,OWID_WRL,1975,2214.868,6134.891,7818.044,348.365,337.364
World,OWID_WRL,1976,2310.21,6270.57,8485.438,377.701,396.036
World,OWID_WRL,1977,2383.55,6439.252,8793.466,396.036,381.368
World,OWID_WRL,1978,2493.56,6527.26,8771.464,425.372,388.702
World,OWID_WRL,1979,2643.907,6875.625,9328.848,436.373,359.366
World,OWID_WRL,1980,2702.579,7095.645,8881.474,440.04,315.362
World,OWID_WRL,1981,2768.585,6996.636,8393.763,443.707,238.355
World,OWID_WRL,1982,2706.246,7245.992,8052.732,443.707,234.688
World,OWID_WRL,1983,2709.913,7249.659,7979.392,458.375,212.686
World,OWID_WRL,1984,2959.269,7605.358,8063.733,469.376,187.017
World,OWID_WRL,1985,3061.945,8126.072,8016.062,480.377,179.683
World,OWID_WRL,1986,3043.61,8349.759,8408.431,502.379,168.682
World,OWID_WRL,1987,3270.964,8577.113,8456.102,524.381,161.348
World,OWID_WRL,1988,3428.645,8753.129,8844.804,557.384,183.35
World,OWID_WRL,1989,3600.994,8903.476,9017.153,572.052,150.347
World,OWID_WRL,1990,3755.008,8742.128,9130.83,575.719,146.68
World,OWID_WRL,1991,3850.35,8478.104,9545.201,590.387,165.015
World,OWID_WRL,1992,3975.028,8518.441,9167.5,612.389,132.012
World,OWID_WRL,1993,4096.039,8294.754,9215.171,645.392,135.679
World,OWID_WRL,1994,4154.711,8489.105,9295.845,682.062,143.013
World,OWID_WRL,1995,4224.384,8793.466,9383.853,722.399,143.013
World,OWID_WRL,1996,4400.4,8881.474,9629.542,744.401,146.68
World,OWID_WRL,1997,4382.065,8965.815,9897.233,766.403,146.68
World,OWID_WRL,1998,4492.075,8591.781,10113.586,766.403,132.012
World,OWID_WRL,1999,4613.086,8467.103,10047.58,795.739,128.345
World,OWID_WRL,2000,4712.095,8533.109,10425.281,828.742,168.682
World,OWID_WRL,2001,4811.104,8965.815,10432.615,869.079,172.349
World,OWID_WRL,2002,4932.115,9050.156,10381.277,924.084,179.683
World,OWID_WRL,2003,5097.13,9878.898,10850.653,1012.092,176.016
World,OWID_WRL,2004,5262.145,10648.968,11162.348,1092.766,198.018
World,OWID_WRL,2005,5416.159,11360.366,11254.023,1173.44,220.02
World,OWID_WRL,2006,5610.51,11980.089,11338.364,1305.452,227.354
World,OWID_WRL,2007,5724.187,12401.794,11360.366,1400.794,242.022
World,OWID_WRL,2008,5962.542,12944.51,11459.375,1422.796,253.023
World,OWID_WRL,2009,5793.86,12896.839,11239.355,1521.805,234.688
World,OWID_WRL,2010,6233.9,13916.265,11474.043,1642.816,242.022
World,OWID_WRL,2011,6461.254,14767.009,11580.386,1818.832,234.688
World,OWID_WRL,2012,6552.929,14983.362,11785.738,1906.84,238.355
World,OWID_WRL,2013,6622.602,15148.377,11793.072,2031.518,249.356
